578 338 579 343 579 355 575 372 568 398 551 427 538 464 516 503 486 532 447 562 405 590 363 614 321 638 279 659 240 677 216 689 183 695 165 698 147 695 147 693 137 685 133 675 132 662 132 644 134 629 140 616 150 606 162 600 182 594 212 594 256 594 280 603 321 615 409 657 448 681 481 702 508 717 529 726 550 738 567 744 588 753 608 764 622 767
762 369 761 370 758 373 753 376 746 381 731 390 705 401 677 417 645 429 609 439 564 448 527 459 485 467 446 470 416 473 398 473 395 473 400 469 411 464 434 452 475 441 528 435 577 426 622 426 658 423 694 426 742 438 778 447 817 460 844 466 874 475 879 477 
689 335 688 338 684 342 678 346 668 353 652 362 633 374 611 385 586 397 557 404 533 411 499 414 465 417 428 417 397 420 372 420 355 417 355 421 353 418 353 416 352 411 352 404 355 396 369 388 393 379 424 371 471 368 522 368 582 383 630 401 666 419 696 437 692 442 685 448 691 463 697 473 709 487 719 497 725 504 725 505 727 505 731 507 
689 219 689 220 688 222 687 224 685 228 681 236 675 242 669 248 666 254 659 262 654 270 649 276 643 284 636 292 629 301 624 307 618 316 614 324 609 333 604 342 598 353 595 360 587 372 578 383 573 397 561 408 556 419 548 435 540 444 530 458 522 470 510 484 498 499 485 516 470 534 443 563 429 572 415 586 399 595 385 604 371 613 360 618 351 624 340 629 327 635 312 638 298 638 285 638 272 638 255 632 253 635 237 631 215 624 188 608 177 600 167 593 157 585 144 575 134 567 124 557 120 551 116 543 111 536 107 528 101 519 100 508 98 497 98 487 98 477 98 467 98 458 106 439 110 431 116 424 123 417 132 406 141 401 152 394 162 388 171 385 182 379 192 375 207 370 220 368 231 366 241 366 252 366 263 372 282 385 291 388 299 395 309 406 320 416 330 428 342 440 352 454 362 468 375 483 390 502 398 517 414 542 425 562 439 583 448 602 460 618 470 638 490 665 497 677 504 687 509 696 516 705 520 716 523 719 527 725 533 731 534 734 536 738 538 739 541 741 541 742 542 744 542 745 
